2023-12-16 09:38:30,394 INFO    Thread-62 (_run_job):17956 [wandb_setup.py:_flush():76] Current SDK version is 0.15.12
2023-12-16 09:38:30,395 INFO    Thread-62 (_run_job):17956 [wandb_setup.py:_flush():76] Configure stats pid to 17956
2023-12-16 09:38:30,395 INFO    Thread-62 (_run_job):17956 [wandb_setup.py:_flush():76] Loading settings from C:\Users\kenji\.config\wandb\settings
2023-12-16 09:38:30,395 INFO    Thread-62 (_run_job):17956 [wandb_setup.py:_flush():76] Loading settings from C:\Users\kenji\OneDrive\Documents\EPFL\MA3\ML\Project 2\ML-P2-tweet-classification\wandb\settings
2023-12-16 09:38:30,395 INFO    Thread-62 (_run_job):17956 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'ML tweet', 'entity': 'ml-legend', 'root_dir': 'C:\\Users\\kenji\\OneDrive\\Documents\\EPFL\\MA3\\ML\\Project 2\\ML-P2-tweet-classification', 'run_id': 'r1bas9aw', 'sweep_param_path': 'C:\\Users\\kenji\\OneDrive\\Documents\\EPFL\\MA3\\ML\\Project 2\\ML-P2-tweet-classification\\wandb\\sweep-7cturu26\\config-r1bas9aw.yaml', 'sweep_id': '7cturu26'}
2023-12-16 09:38:30,402 INFO    Thread-62 (_run_job):17956 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2023-12-16 09:38:30,402 INFO    Thread-62 (_run_job):17956 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'neural_networks\\finetune.py', 'program_abspath': 'c:\\Users\\kenji\\OneDrive\\Documents\\EPFL\\MA3\\ML\\Project 2\\ML-P2-tweet-classification\\neural_networks\\finetune.py', 'program': 'c:\\Users\\kenji\\OneDrive\\Documents\\EPFL\\MA3\\ML\\Project 2\\ML-P2-tweet-classification\\neural_networks\\finetune.py'}
2023-12-16 09:38:30,402 INFO    Thread-62 (_run_job):17956 [wandb_init.py:_log_setup():528] Logging user logs to C:\Users\kenji\OneDrive\Documents\EPFL\MA3\ML\Project 2\ML-P2-tweet-classification\wandb\run-20231216_093830-r1bas9aw\logs\debug.log
2023-12-16 09:38:30,402 INFO    Thread-62 (_run_job):17956 [wandb_init.py:_log_setup():529] Logging internal logs to C:\Users\kenji\OneDrive\Documents\EPFL\MA3\ML\Project 2\ML-P2-tweet-classification\wandb\run-20231216_093830-r1bas9aw\logs\debug-internal.log
2023-12-16 09:38:30,403 INFO    Thread-62 (_run_job):17956 [wandb_init.py:init():568] calling init triggers
2023-12-16 09:38:30,403 INFO    Thread-62 (_run_job):17956 [wandb_init.py:init():575] wandb.init called with sweep_config: {'batch_size': 256, 'dim': 100, 'max_len': 100}
config: {}
2023-12-16 09:38:30,403 INFO    Thread-62 (_run_job):17956 [wandb_init.py:init():618] starting backend
2023-12-16 09:38:30,403 INFO    Thread-62 (_run_job):17956 [wandb_init.py:init():622] setting up manager
2023-12-16 09:38:30,411 INFO    Thread-62 (_run_job):17956 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn, using: spawn
2023-12-16 09:38:30,412 INFO    Thread-62 (_run_job):17956 [wandb_init.py:init():628] backend started and connected
2023-12-16 09:38:30,425 INFO    Thread-62 (_run_job):17956 [wandb_run.py:_config_callback():1324] config_cb None None {'batch_size': 256, 'dim': 100, 'max_len': 100}
2023-12-16 09:38:30,426 INFO    Thread-62 (_run_job):17956 [wandb_init.py:init():720] updated telemetry
2023-12-16 09:38:30,476 INFO    Thread-62 (_run_job):17956 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2023-12-16 09:38:31,283 INFO    Thread-62 (_run_job):17956 [wandb_run.py:_on_init():2220] communicating current version
2023-12-16 09:38:31,742 INFO    Thread-62 (_run_job):17956 [wandb_run.py:_on_init():2229] got version response upgrade_message: "wandb version 0.16.1 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2023-12-16 09:38:31,742 INFO    Thread-62 (_run_job):17956 [wandb_init.py:init():804] starting run threads in backend
2023-12-16 09:38:41,373 INFO    Thread-62 (_run_job):17956 [wandb_run.py:_console_start():2199] atexit reg
2023-12-16 09:38:41,373 INFO    Thread-62 (_run_job):17956 [wandb_run.py:_redirect():2054] redirect: wrap_raw
2023-12-16 09:38:41,373 INFO    Thread-62 (_run_job):17956 [wandb_run.py:_redirect():2119] Wrapping output streams.
2023-12-16 09:38:41,373 INFO    Thread-62 (_run_job):17956 [wandb_run.py:_redirect():2144] Redirects installed.
2023-12-16 09:38:41,374 INFO    Thread-62 (_run_job):17956 [wandb_init.py:init():845] run started, returning control to user process
2023-12-16 09:38:45,309 INFO    Thread-62 (_run_job):17956 [wandb_run.py:_finish():1934] finishing run ml-legend/ML tweet/r1bas9aw
2023-12-16 09:38:45,309 INFO    Thread-62 (_run_job):17956 [wandb_run.py:_atexit_cleanup():2168] got exitcode: 0
2023-12-16 09:38:45,309 INFO    Thread-62 (_run_job):17956 [wandb_run.py:_restore():2151] restore
2023-12-16 09:38:45,309 INFO    Thread-62 (_run_job):17956 [wandb_run.py:_restore():2157] restore done
2023-12-16 09:38:51,226 INFO    Thread-62 (_run_job):17956 [wandb_run.py:_footer_history_summary_info():3599] rendering history
2023-12-16 09:38:51,226 INFO    Thread-62 (_run_job):17956 [wandb_run.py:_footer_history_summary_info():3631] rendering summary
2023-12-16 09:38:51,226 INFO    Thread-62 (_run_job):17956 [wandb_run.py:_footer_sync_info():3558] logging synced files
